,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Category
529,Kalideres,-6.13700575,106.70159379305983,Ayam Cendrawasih Citra Garden 2 (NEW),Fried Chicken Joint
530,Kalideres,-6.13700575,106.70159379305983,Gramedia,Bookstore
531,Kalideres,-6.13700575,106.70159379305983,Indomaret,Convenience Store
532,Kalideres,-6.13700575,106.70159379305983,Rhaditya Steak & Chinesse Food,Asian Restaurant
533,Kalideres,-6.13700575,106.70159379305983,Futsal citra 2 ext,Soccer Field
534,Palmerah,-6.1910017,106.7943633086912,CGV Cinemas,Multiplex
535,Palmerah,-6.1910017,106.7943633086912,Mie ayam & Bakso Pak Kardi,Noodle House
536,Palmerah,-6.1910017,106.7943633086912,Starbucks,Coffee Shop
537,Palmerah,-6.1910017,106.7943633086912,Bakmi DKI,Noodle House
538,Palmerah,-6.1910017,106.7943633086912,Bakmi DKI slipi,Asian Restaurant
539,Palmerah,-6.1910017,106.7943633086912,Indomaret,Convenience Store
540,Palmerah,-6.1910017,106.7943633086912,healthy club Menara Peninsula 5th floor,Gym
541,Palmerah,-6.1910017,106.7943633086912,Menara Peninsula Hotel Jakarta,Hotel
542,Palmerah,-6.1910017,106.7943633086912,Pizza Hut,Pizza Place
543,Palmerah,-6.1910017,106.7943633086912,Erha Clinic,Medical Center
544,Palmerah,-6.1910017,106.7943633086912,Pizza Hut,Pizza Place
545,Palmerah,-6.1910017,106.7943633086912,Wake Cup,Coffee Shop
546,Palmerah,-6.1910017,106.7943633086912,Ayam Bakar Slipi Jaya,Food Court
547,Palmerah,-6.1910017,106.7943633086912,Waroeng Organis,Asian Restaurant
548,Palmerah,-6.1910017,106.7943633086912,Alfamart Angrek Rosliana,Gourmet Shop
549,Palmerah,-6.1910017,106.7943633086912,Alfamart Palmerah,Department Store
550,Palmerah,-6.1910017,106.7943633086912,Warehouse,Boutique
551,Kembangan,-6.194603,106.7437585,"OMG ""Original Meatball Galore""",Indonesian Meatball Place
552,Kembangan,-6.194603,106.7437585,Bersih Sehat,Massage Studio
553,Kembangan,-6.194603,106.7437585,Jameson toko perkakas,Hardware Store
554,Kembangan,-6.194603,106.7437585,RM Bakmie Keriting Siantar,Noodle House
555,Kembangan,-6.194603,106.7437585,Chatime,Bubble Tea Shop
556,Kembangan,-6.194603,106.7437585,Pizza Hut,Pizza Place
557,Kembangan,-6.194603,106.7437585,Bubur Ayam Monas Ny.Cirebon,Asian Restaurant
558,Kembangan,-6.194603,106.7437585,Domino's Pizza,Pizza Place
559,Kembangan,-6.194603,106.7437585,Midori,Japanese Restaurant
560,Kembangan,-6.194603,106.7437585,Kwetiaw Sapi 'Kelapa Gading®,Asian Restaurant
561,Kembangan,-6.194603,106.7437585,Super Indo,Supermarket
562,Kembangan,-6.194603,106.7437585,Indomaret,Convenience Store
563,Kembangan,-6.194603,106.7437585,Taman Meruya Ilir,Park
564,Kepulauan Seribu Utara,-5.65444335,106.56808375782228,Pulau Kaliage,Resort
565,Kepulauan Seribu Selatan,-5.80388725,106.52530628717426,Souvenir Tidung,Clothing Store
566,Kepulauan Seribu Selatan,-5.80388725,106.52530628717426,On Boat (P.Tidung - P.Payung),Boat or Ferry
